director,genres,histogram,imdb_id,length,name,poster_url,themes,tmdb_id,url_name,year
Zack Snyder,"Science Fiction,Action,Adventure","[7291, 19451, 17814, 58144, 54381, 116525, 74018, 68348, 15803, 20241]",tt0770828,143,Man of Steel,https://a.ltrbxd.com/resized/sm/upload/wx/hm/hf/14/uKnhbfNt1ZR2TdoZpdn7vSNZlhX-0-230-0-345-crop.jpg?v=3bdae194cc,"Monsters, aliens, sci-fi and the apocalypse,Epic heroes,Imaginative space odysseys and alien encounters,Action-packed space and alien sagas,Superheroes in action-packed battles with villains,Thought-provoking sci-fi action and future technology,The apocalypse and dangerous technology",49521,man-of-steel,2013
Barry Sonnenfeld,"Action,Comedy,Adventure,Science Fiction","[560, 2290, 2038, 13108, 18075, 94296, 103036, 131505, 24898, 36589]",tt0119654,98,Men in Black,https://a.ltrbxd.com/resized/film-poster/5/1/5/1/4/51514-men-in-black-0-230-0-345-crop.jpg?v=b5749570bd,"Monsters, aliens, sci-fi and the apocalypse,Crude humor and satire,Action-packed space and alien sagas,Imaginative space odysseys and alien encounters,Action comedy and silly heroics,Sci-fi horror aliens and creatures,Thought-provoking sci-fi action and future technology",607,men-in-black,1997
Ridley Scott,"Drama,Crime,History","[3453, 9345, 10436, 38038, 44324, 87974, 56246, 39248, 6610, 9256]",tt11214590,158,House of Gucci,https://a.ltrbxd.com/resized/film-poster/5/7/0/1/9/3/570193-house-of-gucci-0-230-0-345-crop.jpg?v=5360fe0784,"Epic history and literature,Relationship comedy,Moving relationship stories,Sumptuous royalty and lavish dramas,Charming romances and delightful chemistry,Enduring stories of family and marital drama,Passion and romance,Emotional life of renowned artists",644495,house-of-gucci,2021
Wes Anderson,"Drama,Comedy,Adventure","[431, 1357, 1276, 6815, 10626, 44651, 66903, 90528, 30950, 33822]",tt0838221,92,The Darjeeling Limited,https://a.ltrbxd.com/resized/film-poster/4/9/2/6/8/49268-the-darjeeling-limited-0-230-0-345-crop.jpg?v=3e69deba27,"Relationship comedy,Moving relationship stories,Quirky and endearing relationships,Touching and sad family stories,Charming romances and delightful chemistry,Heartbreaking and moving family drama,Heartwarming Christmas and holiday joy",4538,the-darjeeling-limited,2007
Wim Wenders,Drama,"[258, 569, 497, 2244, 2647, 10955, 17826, 53666, 47597, 80407]",tt0087884,145,"Paris, Texas",https://a.ltrbxd.com/resized/film-poster/5/1/4/6/9/51469-paris-texas-0-230-0-345-crop.jpg?v=c8f2743612,"Moving relationship stories,Faith and religion,Humanity and the world around us,Heartbreaking and moving family drama,Emotional and touching family dramas,Powerful stories of heartbreak and illness,Touching and sad family stories,Enduring stories of family and marital drama",655,paris-texas,1984
Tim Burton,"Fantasy,Family,Adventure","[8292, 20791, 17347, 54752, 48772, 109531, 59160, 71437, 14543, 48181]",tt1014759,108,Alice in Wonderland,https://a.ltrbxd.com/resized/sm/upload/qp/te/tw/3j/alice-in-wonderland-original-0-230-0-345-crop.jpg?v=aeea07bfc9,"Epic heroes,Epic history and literature,Fantasy adventure,  heroism,  and swordplay,Fairy-tale fantasy and enchanted magic,Shakespearean drama and captivating vision,Epic adventure and breathtaking battles,Surreal and thought-provoking visions of life and death",12155,alice-in-wonderland-2010,2010
Martin Scorsese,Drama,"[300, 766, 661, 3377, 4208, 18618, 30197, 83847, 57473, 70337]",tt0081398,129,Raging Bull,https://a.ltrbxd.com/resized/film-poster/5/0/9/5/6/50956-raging-bull-0-230-0-345-crop.jpg?v=b25f43f7b6,"Underdogs and coming of age,Underdog boxing and fighting stories,Emotional life of renowned artists,Engaging casino gambling drama,Brutal,  violent prison drama",1578,raging-bull,1980
Mike Rianda,"Animation,Comedy,Adventure","[883, 1893, 1906, 6902, 10062, 37590, 59153, 120258, 52573, 58413]",tt7979580,110,The Mitchells vs. The Machines,https://a.ltrbxd.com/resized/film-poster/4/3/1/8/8/8/431888-the-mitchells-vs-the-machines-0-230-0-345-crop.jpg?v=d3be38052a,"Adorable animals and heartwarming families,Kids' animated fun and adventure,Heartwarming Christmas and holiday joy,Fairy-tale fantasy and enchanted magic,Teen friendship and coming-of-age",501929,the-mitchells-vs-the-machines,2021
Rob Marshall,"Fantasy,Adventure,Romance,Family","[3276, 5917, 6138, 20293, 26947, 65431, 57286, 65326, 20759, 39765]",tt5971474,135,The Little Mermaid,https://a.ltrbxd.com/resized/film-poster/3/7/9/5/9/1/379591-the-little-mermaid-0-230-0-345-crop.jpg?v=2baa748592,"Song and dance,Musicals with dazzling vocal performances,Fairy-tale fantasy and enchanted magic,Heartwarming Christmas and holiday joy,Hilarious comedy with catchy tunes,Adorable animals and heartwarming families",447277,the-little-mermaid-2023,2023
Denis Villeneuve,"Thriller,Mystery","[1216, 3041, 2726, 11069, 14769, 49816, 69889, 95764, 30045, 20478]",tt2316411,91,Enemy,https://a.ltrbxd.com/resized/sm/upload/sj/00/0d/n1/aQkyFHzNzZoMhxZ7c0IaK8BljED-0-230-0-345-crop.jpg?v=338dcff82c,"Intense violence and sexual transgression,Thrillers and murder mysteries,Humanity and the world around us,Gothic and eerie haunting horror,Erotic relationships and desire,Twisted dark psychological thriller,Surreal and thought-provoking visions of life and death,Terrifying,  haunted,  and supernatural horror",181886,enemy,2013
David Lynch,Horror,"[2255, 3648, 2351, 8112, 8158, 27325, 33257, 69004, 31484, 48051]",tt0074486,89,Eraserhead,https://a.ltrbxd.com/resized/sm/upload/cw/7x/ig/m6/l8oAmU5swopsyWzTHpZtAK15Mrc-0-230-0-345-crop.jpg?v=c9fb159d8f,"Horror, the undead and monster classics,Humanity and the world around us,Intense violence and sexual transgression,Gothic and eerie haunting horror,Surreal and thought-provoking visions of life and death,Terrifying,  haunted,  and supernatural horror,Dreamlike,  quirky,  and surreal storytelling,Challenging or sexual themes & twists",985,eraserhead,1977
David Fincher,"Thriller,Crime,Mystery","[714, 1941, 1444, 8416, 10066, 45314, 62629, 117519, 43483, 36623]",tt1568346,158,The Girl with the Dragon Tattoo,https://a.ltrbxd.com/resized/sm/upload/0a/ec/72/pb/zHGxi75Ugw69jtCmOK8TvwU588z-0-230-0-345-crop.jpg?v=58931ddc0d,"Thrillers and murder mysteries,Intense violence and sexual transgression,Brutal revenge and graphic violence,Suspenseful crime thrillers,Intriguing and suspenseful murder mysteries,Film-noir and dark crime dramas,Gothic and eerie haunting horror",65754,the-girl-with-the-dragon-tattoo-2011,2011
Mel Gibson,"History,Drama,War","[1132, 2841, 2838, 10537, 13929, 47210, 66981, 125135, 54341, 64819]",tt2119532,139,Hacksaw Ridge,https://a.ltrbxd.com/resized/film-poster/2/5/1/8/7/2/251872-hacksaw-ridge-0-230-0-345-crop.jpg?v=031e346657,"War and historical adventure,Epic history and literature,Military combat and heroic soldiers,Bravery in World War II,Historical battles and epic heroism,The Nazis and World War II,Politics,  propaganda,  and political documentaries",324786,hacksaw-ridge,2016
Ilya Naishuller,"Thriller,Crime,Action","[1031, 2491, 2929, 11987, 20135, 71157, 96922, 100642, 22052, 20042]",tt7888964,92,Nobody,https://a.ltrbxd.com/resized/film-poster/5/4/2/5/5/5/542555-nobody-0-230-0-345-crop.jpg?v=eab2f81e32,"High speed and special ops,Westerns,Crime, drugs and gangsters,Epic heroes,Explosive and action-packed heroes vs. villains,Martial arts and intense combat,Guns,  crime,  and violent action,Fast cars and adrenaline-fueled action,Action comedy and silly heroics",615457,nobody-2021,2021
Dexter Fletcher,"Drama,Music,History","[1014, 2781, 2573, 12203, 16441, 60878, 75209, 106821, 33047, 45637]",tt2066051,121,Rocketman,https://a.ltrbxd.com/resized/film-poster/4/3/4/4/8/2/434482-rocketman-0-230-0-345-crop.jpg?v=a6f47feb2d,"Song and dance,Humanity and the world around us,Musicals with dazzling vocal performances,Emotional life of renowned artists,Legendary musicians and stardom,Dance rhythms and catchy tunes,Hilarious comedy with catchy tunes",504608,rocketman-2019,2019
Andy Serkis,"Action,Adventure,Science Fiction","[13152, 25847, 28092, 67058, 65715, 94545, 44091, 32666, 5996, 14805]",tt7097896,97,Venom: Let There Be Carnage,https://a.ltrbxd.com/resized/film-poster/5/0/8/6/3/8/508638-venom-let-there-be-carnage-0-230-0-345-crop.jpg?v=553c604246,"Epic heroes,Crude humor and satire,Monsters, aliens, sci-fi and the apocalypse,Action comedy and silly heroics,Superheroes in action-packed battles with villains,Martial arts and intense combat,Dinosaurs and sci-fi monster adventures,Zombie carnage and survival horror",580489,venom-let-there-be-carnage,2021
Louis Leterrier,"Crime,Thriller","[4171, 10363, 10154, 35256, 40894, 112987, 90355, 95193, 20355, 38304]",tt1670345,116,Now You See Me,https://a.ltrbxd.com/resized/sm/upload/10/vk/qc/6e/1NybAlflbmRXMIr9WoYxtlt1b6m-0-230-0-345-crop.jpg?v=ecf9142ef2,"High speed and special ops,Crime, drugs and gangsters,Thrillers and murder mysteries,Heists and thrilling action,Fast cars and adrenaline-fueled action,Explosive and action-packed heroes vs. villains,Intriguing and suspenseful murder mysteries,Suspenseful crime thrillers",75656,now-you-see-me,2013
Steven Spielberg,"Action,Adventure","[1056, 3155, 3297, 16154, 21605, 78633, 88110, 115846, 32309, 39765]",tt0087469,118,Indiana Jones and the Temple of Doom,https://a.ltrbxd.com/resized/film-poster/5/1/9/6/3/51963-indiana-jones-and-the-temple-of-doom-0-230-0-345-crop.jpg?v=b5122bf2cf,"Epic heroes,Martial arts and intense combat,Epic adventure and breathtaking battles,Fantasy adventure,  heroism,  and swordplay,Cannibalism and extreme gory horror,Dinosaurs and sci-fi monster adventures",87,indiana-jones-and-the-temple-of-doom,1984
Dan Scanlon,"Animation,Family","[1372, 5145, 6229, 30367, 41095, 128142, 96406, 94080, 18546, 34658]",tt1453405,104,Monsters University,https://a.ltrbxd.com/resized/sm/upload/jp/xk/2p/xm/rmhqxsa5RDlcDDGWnGr8t5IG6Fw-0-230-0-345-crop.jpg?v=c30ddfcda2,"Underdogs and coming of age,Kids' animated fun and adventure,Teen school antics and laughter,Heartwarming Christmas and holiday joy,Inspiring sports underdog stories,Adorable animals and heartwarming families",62211,monsters-university,2013
Spike Jonze,"Drama,Fantasy,Comedy","[659, 1514, 1130, 5219, 6021, 27407, 41786, 101044, 52142, 48984]",tt0120601,113,Being John Malkovich,https://a.ltrbxd.com/resized/film-poster/5/1/6/1/8/51618-being-john-malkovich-0-230-0-345-crop.jpg?v=aecbc04013,"Relationship comedy,Crude humor and satire,Humanity and the world around us,Dreamlike,  quirky,  and surreal storytelling,Funny jokes and crude humor,Erotic relationships and desire,Surreal and thought-provoking visions of life and death,Quirky and endearing relationships",492,being-john-malkovich,1999
Daniel Myrick,"Mystery,Horror","[5632, 12246, 8498, 30526, 27906, 78823, 63282, 82710, 23346, 33392]",tt0185937,81,The Blair Witch Project,https://a.ltrbxd.com/resized/film-poster/5/0/1/5/9/50159-the-blair-witch-project-0-230-0-345-crop.jpg?v=05594b24b0,"Horror, the undead and monster classics,Monsters, aliens, sci-fi and the apocalypse,Terrifying,  haunted,  and supernatural horror,Gory,  gruesome,  and slasher horror,Zombie carnage and survival horror,Gothic and eerie haunting horror,Creepy,  chilling,  and terrifying horror",2667,the-blair-witch-project,1999
Ron Clements,"Romance,Fantasy,Adventure,Animation,Family","[643, 1962, 1515, 9845, 11813, 66635, 73319, 147533, 44753, 74676]",tt0103639,95,Aladdin,https://a.ltrbxd.com/resized/sm/upload/n3/26/lb/e2/trm94WPjW5ApKulhFvuRm5cT8KQ-0-230-0-345-crop.jpg?v=7aa7423779,"Song and dance,Fairy-tale fantasy and enchanted magic,Heartwarming Christmas and holiday joy,Kids' animated fun and adventure,Musicals with dazzling vocal performances,Hilarious comedy with catchy tunes",812,aladdin,1992
Julia Ducournau,"Horror,Drama,Thriller","[3190, 4947, 4227, 12501, 14122, 35285, 42931, 69120, 31731, 27859]",tt10944760,108,Titane,https://a.ltrbxd.com/resized/film-poster/5/5/6/5/5/3/556553-titane-0-230-0-345-crop.jpg?v=1383f3a942,"Intense violence and sexual transgression,Horror, the undead and monster classics,Gothic and eerie haunting horror,Challenging or sexual themes & twists,Brutal revenge and graphic violence,Cannibalism and extreme gory horror,Erotic relationships and desire",630240,titane,2021
James Wan,"Action,Adventure,Fantasy","[10749, 23285, 18904, 59931, 58060, 123677, 74048, 59821, 10384, 16042]",tt1477834,143,Aquaman,https://a.ltrbxd.com/resized/film-poster/2/2/5/0/6/0/225060-aquaman-0-230-0-345-crop.jpg?v=a5a1c0b649,"Epic heroes,Monsters, aliens, sci-fi and the apocalypse,Epic history and literature,Fantasy adventure,  heroism,  and swordplay,Superheroes in action-packed battles with villains,Dinosaurs and sci-fi monster adventures,Martial arts and intense combat,Action-packed space and alien sagas",297802,aquaman-2018,2018
Randal Kleiser,"Comedy,Romance","[2807, 7136, 5518, 24418, 26225, 92711, 71667, 93526, 20773, 54652]",tt0077631,110,Grease,https://a.ltrbxd.com/resized/sm/upload/uw/jl/ie/y3/grease-0-230-0-345-crop.jpg?v=1e90cafd49,"Song and dance,Underdogs and coming of age,Musicals with dazzling vocal performances,Dance rhythms and catchy tunes,Hilarious comedy with catchy tunes,Teen school antics and laughter,Legendary musicians and stardom",621,grease,1978
Gene Stupnitsky,"Comedy,Romance","[1779, 3851, 4475, 16748, 28187, 85287, 78886, 59124, 10393, 15480]",tt15671028,104,No Hard Feelings,https://a.ltrbxd.com/resized/film-poster/7/9/5/8/9/7/795897-no-hard-feelings-0-230-0-345-crop.jpg?v=d9012766c3,"Relationship comedy,Crude humor and satire,Underdogs and coming of age,Laugh-out-loud relationship entanglements,Teen school antics and laughter,Hilarious comedy with catchy tunes,Funny jokes and crude humor,Gags,  jokes,  and slapstick humor",884605,no-hard-feelings-2023,2023
Ryusuke Hamaguchi,Drama,"[462, 1031, 877, 3666, 4678, 16400, 25749, 68610, 54336, 52787]",tt14039582,180,Drive My Car,https://a.ltrbxd.com/resized/film-poster/6/7/9/2/9/1/679291-drive-my-car-0-230-0-345-crop.jpg?v=9e1f7c9f35,"Moving relationship stories,Humanity and the world around us,Erotic relationships and desire,Surreal and thought-provoking visions of life and death,Tragic sadness and captivating beauty,Emotional and captivating fantasy storytelling,Heartbreaking and moving family drama",758866,drive-my-car,2021
Cameron Crowe,"Drama,Music","[451, 1310, 1082, 5715, 6897, 32657, 41295, 88736, 41163, 66386]",tt0181875,124,Almost Famous,https://a.ltrbxd.com/resized/sm/upload/8r/4k/tl/rx/mlOGVofLSyFAoVYcjVS2WRVvQjr-0-230-0-345-crop.jpg?v=ffceabaa03,"Song and dance,Underdogs and coming of age,Humanity and the world around us,Legendary musicians and stardom,Dance rhythms and catchy tunes,Teen school antics and laughter,Teen friendship and coming-of-age,Emotional life of renowned artists",786,almost-famous,2000
Gore Verbinski,"Action,Fantasy,Adventure","[1161, 4535, 3792, 22516, 26091, 101135, 91853, 117858, 29721, 49339]",tt0383574,151,Pirates of the Caribbean: Dead Man's Chest,https://a.ltrbxd.com/resized/film-poster/5/1/9/8/9/51989-pirates-of-the-caribbean-dead-man-s-chest-0-230-0-345-crop.jpg?v=f9c46ae728,"Epic heroes,Fantasy adventure,  heroism,  and swordplay,Dinosaurs and sci-fi monster adventures,Superheroes in action-packed battles with villains,Epic adventure and breathtaking battles,Disastrous voyages and heroic survival",58,pirates-of-the-caribbean-dead-mans-chest,2006
Christopher McQuarrie,"Action,Adventure","[631, 1918, 1484, 7881, 10693, 45781, 62600, 131483, 72203, 57972]",tt4912910,147,Mission: Impossible – Fallout,https://a.ltrbxd.com/resized/film-poster/2/8/3/2/7/3/283273-mission-impossible-fallout-0-230-0-345-crop.jpg?v=04024ef596,"High speed and special ops,Epic heroes,Explosive and action-packed heroes vs. villains,Fast cars and adrenaline-fueled action,Martial arts and intense combat,Exciting spy thrillers with tense intrigue,Action comedy and silly heroics",353081,mission-impossible-fallout,2018
Peter Jackson,"Adventure,Fantasy,Action","[2536, 8521, 6389, 31232, 33754, 112366, 93658, 108987, 24665, 44877]",tt0903624,169,The Hobbit: An Unexpected Journey,https://a.ltrbxd.com/resized/sm/upload/s7/p6/sy/6v/mfSAahVkAIYFkx1GVFSlCEdn0mt-0-230-0-345-crop.jpg?v=282e4f2260,"Epic heroes,Epic history and literature,Fantasy adventure,  heroism,  and swordplay,Dinosaurs and sci-fi monster adventures,Epic adventure and breathtaking battles,Fairy-tale fantasy and enchanted magic,Martial arts and intense combat",49051,the-hobbit-an-unexpected-journey,2012
Julia Ducournau,"Horror,Drama","[2184, 3814, 3025, 11057, 11971, 41093, 52565, 84268, 31801, 30399]",tt4954522,99,Raw,https://a.ltrbxd.com/resized/sm/upload/ux/k0/e5/em/kc8jT1MAiKM0iwdjAwC5lQrTNry-0-230-0-345-crop.jpg?v=9916d47614,"Horror, the undead and monster classics,Intense violence and sexual transgression,Cannibalism and extreme gory horror,Gothic and eerie haunting horror,Gory,  gruesome,  and slasher horror,Brutal revenge and graphic violence,Zombie carnage and survival horror",393519,raw-2016,2016
James Cameron,"Thriller,Science Fiction,Action,Horror","[419, 1098, 1196, 5600, 7069, 32338, 44320, 113812, 66504, 96533]",tt0090605,137,Aliens,https://a.ltrbxd.com/resized/film-poster/5/1/4/4/5/51445-aliens-0-230-0-345-crop.jpg?v=6c62918bdd,"Monsters, aliens, sci-fi and the apocalypse,Imaginative space odysseys and alien encounters,Action-packed space and alien sagas,Sci-fi horror aliens and creatures,Dinosaurs and sci-fi monster adventures,Thought-provoking sci-fi action and future technology",679,aliens,1986
Michael Lehmann,"Comedy,Crime","[815, 2291, 1897, 9366, 11641, 48982, 57404, 100582, 33047, 58032]",tt0097493,103,Heathers,https://a.ltrbxd.com/resized/film-poster/5/0/1/7/7/50177-heathers-0-230-0-345-crop.jpg?v=dbd1f7062c,"Underdogs and coming of age,Crude humor and satire,Teen school antics and laughter,Student coming-of-age challenges,Teen relationships and coming-of-age,Funny jokes and crude humor,Teen friendship and coming-of-age",2640,heathers,1989
